[ラヴリー☆ハート]藤本里奈,2,6,2,0,10,2,cu,skill,30,4090,4069,4066,cu,39,SR
[純情Midnight伝説]藤本里奈,1,7,3,15,10,3,cu,vi,60,3569,2902,5689,cu,39,SR
[大器晩成]道明寺歌鈴,2,14,5,0,10,2,cu,life,20,3857,4557,3715,cu,43,SR
[リトルプリンセス]福山舞,2,11,6,0,10,2,cu,life,20,4104,4046,4037,cu,43,SR
[自称?カワイイ]輿水幸子,1,9,5,15,10,2,cu,vi,60,3010,3730,6041,cu,39,SR
[明日また会えるよね]櫻井桃華,0,7,3,12,10,3,cu,vo,60,6099,3904,3198,cu,39,SR
[薔薇色お姫様]櫻井桃華,2,17,6,0,10,2,cu,life,20,3727,3862,4546,cu,43,SR
[オルゴールの小箱]アナスタシア,0,13,6,12,10,3,co,vo,60,6089,3866,3158,co,39,SR
[スターリービーチ]アナスタシア,2,12,5,0,10,2,co,skill,30,4371,4351,4471,co,39,SR
[クロネコチアー]綾瀬穂乃香,2,15,5,0,10,2,co,vi,60,2936,3570,5532,co,39,SR
[ドキドキ☆チャレンジ]綾瀬穂乃香,2,11,4,0,10,2,co,life,20,3882,4582,3740,co,43,SR
[Tulip]塩見周子,1,9,5,15,10,2,co,all,20,4078,4477,3997,co,39,SR
[プラネットスター]岡崎泰葉,1,13,6,15,10,3,co,vi,60,2702,3390,5644,co,39,SR
[オンリーマイフラッグ]橘ありす,0,11,5,12,10,3,co,vi,60,3899,3209,6026,co,39,SR
[疾風のストライカー]結城晴,2,12,4,0,10,2,co,vi,60,3742,3031,6016,co,39,SR
[ブルーフロートパーティ]荒木比奈,2,11,6,0,10,2,co,life,20,3997,3957,4200,co,43,SR
[Nation Blue]高垣楓,0,9,5,12,10,2,co,da,60,3825,6093,3108,co,39,SR
[神秘の女神]高垣楓,1,11,6,15,10,2,co,vi,60,3715,3022,5908,co,39,SR
[黒真珠の輝き]黒川千秋,2,14,5,0,10,2,co,life,20,3707,3851,4570,co,43,SR
[ハイファイ☆デイズ]佐々木千枝,1,6,3,15,10,2,co,all,20,4195,4315,4171,co,39,SR
[魔法のスマイル]佐々木千枝,0,4,2,12,10,2,co,da,60,3695,5763,3030,co,39,SR
[プチ?マドモアゼル]佐城雪美,2,9,3,0,10,2,co,skill,30,4551,4330,4288,co,39,SR
[癒しの女神]三船美優,2,18,6,0,10,2,co,skill,30,4311,4671,4239,co,39,SR
[ロッキンヴォーカリスト]松永涼,2,8,3,0,10,2,co,life,20,4030,4139,4007,co,43,SR
[セクシービューティー]松本沙理奈,1,7,4,16,10,2,co,vo,60,5927,3101,3787,co,39,SR
[Snow Wings]上条春菜,2,6,2,0,10,2,co,da,60,2853,5696,3529,co,39,SR
[眼鏡プリンセス]上条春菜,1,6,3,15,10,2,co,da,60,2992,5946,3697,co,39,SR
[笑顔の女神]新田美波,1,9,5,15,10,2,co,vo,60,5780,3125,3780,co,39,SR
[生存本能ヴァルキュリア]新田美波,0,13,6,12,10,3,co,all,10,4404,4964,4293,co,39,SR
[ショコラバレンタイン]森久保乃々,1,7,4,15,10,2,co,vi,60,3072,3758,5905,co,39,SR
[Nation Blue]神崎蘭子,2,12,4,0,10,2,co,vo,60,5566,3553,2910,co,39,SR
[ハートビートUSA]水木聖來,0,7,3,12,10,3,co,vo,60,5990,2894,3621,co,39,SR
[永遠のプリンセス]川島瑞樹,2,7,4,0,10,2,co,life,3,3697,3843,4582,co,43,SR
[ナイトエレガンス]相川千夏,1,9,5,15,10,2,co,vo,60,5946,3697,2992,co,39,SR
[蒼翼の乙女]速水奏,0,11,6,12,10,2,co,skill,30,4017,4978,4176,co,39,SR
[ゴキゲンParty Night]多田李衣菜,1,7,4,15,10,2,co,skill,30,4044,3944,4544,co,39,SR
[新春ロッカー]多田李衣菜,1,7,4,15,10,2,co,da,60,3741,5857,3064,co,39,SR
[ネイビーウェーブ]大石泉,2,17,6,0,10,2,co,skill,30,4458,3981,3884,co,43,SR
[咲いてJewel]二宮飛鳥,1,9,5,16,10,2,co,skill,30,4162,4101,4463,co,39,SR
[深淵への招待]二宮飛鳥,0,6,3,12,10,2,co,all,20,3901,3230,5939,co,39,SR
[オルゴールの小箱]白坂小梅,2,14,5,0,10,2,co,life,20,4501,3579,3395,co,43,SR
[ハロウィンナイトメア]白坂小梅,0,7,4,12,10,2,co,vi,60,3034,3723,5895,co,39,SR
[煌めきの乙女]北条加蓮,2,11,4,0,10,2,co,life,20,4078,4060,4056,co,43,SR
[麗しの花嫁]和久井留美,1,11,5,15,10,3,co,vo,60,5978,3762,3062,co,39,SR
[ちびっこステージ]脇山珠美,1,4,2,15,10,3,co,da,60,3833,5836,3173,co,39,SR
[小さな自信家]脇山珠美,2,9,3,0,10,2,co,vo,60,5891,3084,3764,co,39,SR
[ハッピーブライダル]ナターリア,2,9,5,0,10,2,pa,skill,30,4606,3868,3722,pa,43,SR
[千夜一夜舞姫]ナターリア,1,9,5,15,10,2,pa,vo,60,6008,3707,2991,pa,39,SR
[オトメのお勉強]メアリー?コクラン,2,6,2,0,10,2,pa,skill,30,4386,4525,4356,pa,39,SR
[フード☆メイド]喜多見柚,2,8,3,0,10,2,pa,life,20,3390,3529,4229,pa,43,SR
[癒しの満月]及川雫,2,15,5,0,10,2,pa,vo,60,5940,2996,3700,pa,39,SR
[硬派乙女]向井拓海,1,4,2,15,10,2,pa,vi,60,3764,3084,5891,pa,39,SR
[純情Midnight伝説]向井拓海,0,9,4,12,10,3,pa,da,60,3177,6124,3890,pa,39,SR
[ゆるふわ乙女]高森藍子,2,12,4,0,10,2,pa,vi,60,3709,3013,5920,pa,39,SR
[生存本能ヴァルキュリア]高森藍子,2,18,6,0,10,2,pa,vo,60,5626,2953,3601,pa,39,SR
[ピコピコ☆ゲーマー]三好紗南,2,14,5,0,10,2,pa,life,20,3625,4178,3516,pa,43,SR
[きぐるみもふもふ]市原仁奈,2,7,4,0,10,2,pa,life,20,4056,4078,4189,pa,43,SR
[フレッシュチアガール]若林智香,2,10,4,0,10,2,pa,life,20,4214,3991,3947,pa,43,SR
[スイートバレンタイン]十時愛梨,1,11,6,15,10,2,pa,vi,60,3085,3755,5832,pa,39,SR
[絶対特権主張しますっ！]十時愛梨,0,4,2,12,10,2,pa,vi,60,3935,3249,6035,pa,39,SR
[Orange Sapphire]諸星きらり,2,9,3,0,10,2,pa,vo,60,5597,3537,2885,pa,39,SR
[アレグロ気分]松山久美子,1,9,5,15,10,2,pa,da,60,3101,5927,3787,pa,39,SR
[南国の舞姫]松山久美子,1,6,3,15,10,2,pa,da,60,3746,5931,3053,pa,39,SR
[Orange Sapphire]城ヶ崎美嘉,1,7,4,15,10,2,pa,da,60,3101,6099,3819,pa,39,SR
[カリスマギャル]城ヶ崎美嘉,1,7,4,15,10,2,pa,vo,60,5729,3806,3166,pa,39,SR
[カリスマちびギャル]城ヶ崎莉嘉,1,9,5,15,10,2,pa,da,60,3043,5883,3729,pa,39,SR
[絶叫★ヴァンパイア]星輝子,0,9,5,12,10,2,pa,da,60,3830,6081,3117,pa,39,SR
[しっぽもふもふ]赤城みりあ,2,11,4,0,10,2,pa,life,20,3996,4151,4022,pa,43,SR
[つぼみ]相葉夕美,1,9,5,16,10,2,pa,skill,30,4475,4043,4115,pa,39,SR
[ムーンライトフラワー]相葉夕美,1,11,6,15,10,2,pa,skill,30,4365,4341,4484,pa,39,SR
[紅の一指し]村上巴,0,7,4,12,10,2,pa,vi,60,2825,3567,6019,pa,39,SR
[Snow Wings]大槻唯,0,11,6,12,10,2,pa,all,20,4869,4408,4318,pa,39,SR
[セクシーパンサー]的場梨沙,0,11,5,12,10,3,pa,da,60,3690,5850,3008,pa,39,SR
[サルファーウェーブ]土屋亜子,1,7,3,15,10,3,pa,vi,60,3842,3172,5898,pa,39,SR
[浪速の派手娘]難波笑美,2,14,5,0,10,2,pa,life,20,4533,3868,3736,pa,43,SR
[全力チアガール]姫川友紀,2,12,5,0,10,2,pa,skill,30,4372,4444,4386,pa,39,SR
[華麗なくのいち]浜口あやめ,2,18,6,0,10,2,pa,skill,30,4255,4330,4710,pa,39,SR
[デンジャラスアダルティ]片桐早苗,1,9,5,15,10,2,pa,vi,60,3093,3772,5879,pa,39,SR
[やりすぎお姉さん]片桐早苗,1,7,3,15,10,3,pa,da,60,3305,4810,2569,pa,39,SR
[絶対特権主張しますっ！]堀裕子,1,13,6,15,10,3,pa,all,20,4074,4554,3979,pa,39,SR
[湯けむりサイキッカー]堀裕子,1,6,3,15,10,2,pa,vi,60,3551,2906,5572,pa,39,SR
[ゴキゲンParty Night]本田未央,0,6,3,12,10,2,all,vo,48,6115,3137,3854,pa,39,SR
[ロッキングラヴァー]木村夏樹,2,9,3,0,10,2,pa,skill,30,4344,4309,4525,pa,39,SR
[悩めるお年頃]矢口美羽,2,17,6,0,10,2,pa,life,20,3771,3900,4546,pa,43,SR
[サンフラワーイエロー]龍崎薫,2,11,6,0,10,2,pa,life,20,4016,4126,4035,pa,43,SR
[ハイファイ☆デイズ]龍崎薫,0,13,6,12,10,3,pa,vo,60,6061,3228,3921,pa,39,SR
[プリプリウサミン]安部菜々,0,9,4,15,10,3,cu,da,90,3832,6957,4608,cu,44,SSR
[ミスティックエリクシル]一ノ瀬志希,1,11,6,17,10,2,cu,vi,90,3832,4608,6957,cu,44,SSR
[アベニュー?モード]宮本フレデリカ,1,4,2,17,10,3,cu,da,90,3811,7043,4606,cu,44,SSR
[あったかハート]五十嵐響子,1,13,6,17,10,3,cu,all,30,4860,5998,5051,cu,44,SSR
[フィールマイハート]佐久間まゆ,1,7,3,17,10,3,cu,vo,90,6976,3816,4599,cu,44,SSR
[ホワイトウィッチ]三村かな子,2,10,3,0,10,3,cu,life,30,4841,5023,4804,cu,44,SSR
[マイ?フェアリーテイル]緒方智絵里,1,9,4,17,10,3,cu,vi,90,4648,3860,7037,cu,44,SSR
[夢色クローバー]緒方智絵里,0,7,4,15,10,2,cu,vo,90,6960,4561,3773,cu,44,SSR
[花舞うまほろば]小早川紗枝,1,13,6,17,10,3,cu,vo,90,7004,4625,3840,cu,44,SSR
[ユースフルロマンス]小日向美穂,1,9,5,17,10,2,cu,all,30,5736,5144,5024,cu,44,SSR
[キャットパーティー]前川みく,1,9,4,17,10,3,cu,da,90,4570,6943,3789,cu,44,SSR
[ドリーミンブライド]前川みく,0,11,5,15,10,3,cu,vo,90,7074,4591,3785,cu,44,SSR
[ぐうたら王国]双葉杏,1,13,6,17,10,3,cu,vi,90,4595,3830,6892,cu,44,SSR
[ステージオブマジック]島村卯月,2,9,3,0,10,3,cu,all,30,5349,5289,5278,cu,44,SSR
[自称?カンペキ]輿水幸子,1,11,5,17,10,3,cu,all,30,4920,5867,5077,cu,44,SSR
[ローズフルール]櫻井桃華,0,11,5,15,10,3,cu,da,90,4600,7054,3801,cu,44,SSR
[クリスタルスノー]アナスタシア,0,7,4,15,10,2,co,vo,90,6980,3759,4550,co,44,SSR
[夜色の暁風]塩見周子,1,13,6,17,10,3,co,all,30,4707,6248,4966,co,44,SSR
[はじめての表情]橘ありす,2,11,4,0,10,3,co,life,30,4778,4845,5173,co,44,SSR
[夜風の誘い]高垣楓,0,11,5,15,10,3,co,vo,90,7021,4577,3782,co,44,SSR
[ブライトメモリーズ]鷺沢文香,1,7,3,17,10,3,co,da,90,4572,6935,3793,co,44,SSR
[ステージオブマジック]渋谷凛,2,12,4,0,10,3,co,all,30,5278,5349,5289,co,44,SSR
[ノーブルヴィーナス]新田美波,1,9,4,17,10,3,co,vi,90,3805,4578,6923,co,44,SSR
[運命の待ち人]神崎蘭子,0,9,4,15,10,3,co,vi,90,3780,4588,7080,co,44,SSR
[薔薇の闇姫]神崎蘭子,1,11,5,17,10,3,co,vo,90,6892,4595,3830,co,44,SSR
[オーバー?ザ?レインボー]神谷奈緒,1,9,5,17,10,2,co,da,90,3837,6951,4612,co,44,SSR
[ラグジュアリーメモリー]川島瑞樹,1,11,5,17,10,3,co,all,30,5003,5129,5761,co,44,SSR
[エンドレスナイト]速水奏,1,13,6,17,10,3,co,vi,90,4616,3842,6945,co,44,SSR
[ヒート&ビート]多田李衣菜,2,13,5,0,10,3,co,life,30,4844,4808,5017,co,44,SSR
[《偶像》のフラグメント]二宮飛鳥,1,6,3,17,10,2,co,vo,90,7043,3811,4606,co,44,SSR
[センリツノヨル]白坂小梅,1,7,3,17,10,3,co,all,30,5057,4871,5985,co,44,SSR
[煌めきのひととき]北条加蓮,1,11,6,17,10,2,co,vi,90,3831,4619,7018,co,44,SSR
[わだつみの導き手]依田芳乃,1,9,5,17,10,2,pa,vi,90,3820,4614,7029,pa,44,SSR
[夢みるプリンセス]喜多日菜子,1,4,2,17,10,3,pa,da,90,3820,7029,4614,pa,44,SSR
[はつらつハーヴェスト]及川雫,1,6,3,15,10,2,pa,vo,90,7012,4662,3881,pa,44,SSR
[拳火上等]向井拓海,2,11,4,0,10,3,pa,life,30,4759,4831,5197,pa,44,SSR
[てづくりのしあわせ]高森藍子,1,13,6,17,10,3,pa,vo,90,6982,3812,4596,pa,44,SSR
[ともだちたくさん]市原仁奈,1,11,5,17,10,3,pa,vo,90,6970,4602,3821,pa,44,SSR
[パンプキンパーティー]十時愛梨,0,11,5,15,10,3,pa,vo,90,6954,3779,4564,pa,44,SSR
[グレイトプレゼント]諸星きらり,1,9,4,17,10,3,pa,da,90,3830,6892,4595,pa,44,SSR
[ハート★オーバーフロー]城ヶ崎美嘉,1,9,4,17,10,3,pa,all,30,5123,5776,4993,pa,44,SSR
[キラデコ☆パレード]城ヶ崎莉嘉,1,7,3,17,10,3,pa,vi,90,4561,3773,6960,pa,44,SSR
[マッシュアップ★ボルテージ]星輝子,1,6,3,17,10,2,pa,all,30,6012,5045,4851,pa,44,SSR
[ハッピーホイップ]赤城みりあ,0,9,4,15,10,3,pa,vi,90,3821,4602,6970,pa,44,SSR
[バーニングプレゼント]日野茜,2,13,5,0,10,3,pa,life,30,5010,4847,4815,pa,44,SSR
[フルスイング☆エール]姫川友紀,1,7,3,17,10,3,pa,da,90,4605,6963,3828,pa,44,SSR
[ステージオブマジック]本田未央,2,15,5,0,10,3,pa,all,30,5289,5278,5349,pa,44,SSR
[エモーショナルビート]木村夏樹,0,13,6,15,10,3,pa,vi,90,4594,3790,7068,pa,44,SSR
